support,confidence,lift,LHS,RHS
0.06684491978609626,1.0,2.3974358974358974,"Quality_bin=Medium, Stress_bin=Low",Activity_bin=Moderate
0.0962566844919786,0.9473684210526315,2.39402560455192,"Activity_bin=High, Age_bin=Old",BMI Category=Overweight
0.09893048128342247,0.902439024390244,2.3937035115032006,BP_bin=Normal,Stress_bin=Low
0.09893048128342247,0.902439024390244,2.3937035115032006,"BMI Category=Normal, BP_bin=Normal",Stress_bin=Low
0.09893048128342247,0.902439024390244,2.3937035115032006,"BP_bin=Normal, HR_bin=Normal",Stress_bin=Low
0.18983957219251338,0.9466666666666668,2.3922522522522525,"Activity_bin=Moderate, SleepDuration_bin=Normal",BMI Category=Overweight
0.15775401069518716,0.8805970149253731,2.3865455332035475,"Gender=Female, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.3048128342245989,0.95,2.3845637583892616,Stress_bin=High,SleepDuration_bin=Normal
0.3048128342245989,0.7651006711409396,2.3845637583892616,SleepDuration_bin=Normal,Stress_bin=High
0.30213903743315507,0.9495798319327731,2.383509108341323,"BP_bin=High, Stress_bin=High",SleepDuration_bin=Normal
0.18716577540106952,0.8974358974358975,2.380432805964721,"BMI Category=Normal, Gender=Female",Stress_bin=Low
0.09358288770053476,0.8974358974358975,2.380432805964721,"BP_bin=Normal, Sleep Disorder=None",Stress_bin=Low
0.09358288770053476,0.8974358974358975,2.380432805964721,"BP_bin=Normal, Steps_bin=Medium",Stress_bin=Low
0.30213903743315507,0.7635135135135134,2.3796171171171165,"BP_bin=High, SleepDuration_bin=Normal",Stress_bin=High
0.1711229946524064,0.9411764705882352,2.378378378378378,"Sleep Disorder=Insomnia, SleepDuration_bin=Normal",BMI Category=Overweight
0.0855614973262032,0.9411764705882352,2.378378378378378,"Gender=Female, Steps_bin=High",BMI Category=Overweight
0.0855614973262032,0.9411764705882352,2.378378378378378,"Quality_bin=Medium, Steps_bin=High",BMI Category=Overweight
0.0855614973262032,0.9411764705882352,2.378378378378378,"Steps_bin=High, Stress_bin=High",BMI Category=Overweight
0.0855614973262032,0.9411764705882352,2.378378378378378,"Activity_bin=High, Steps_bin=High",BMI Category=Overweight
0.0855614973262032,0.9411764705882352,2.378378378378378,"BP_bin=High, Steps_bin=High",BMI Category=Overweight
0.16844919786096257,0.9402985074626866,2.376159741831384,"Gender=Female, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.1657754010695187,0.9393939393939393,2.3738738738738734,"Quality_bin=Medium, Sleep Disorder=Insomnia",BMI Category=Overweight
0.08288770053475936,0.9393939393939393,2.3738738738738734,"SleepDuration_bin=Normal, Steps_bin=High",BMI Category=Overweight
0.09090909090909091,0.9444444444444445,2.37061894108874,"Gender=Female, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.15775401069518716,0.9365079365079364,2.366580866580866,"Activity_bin=Moderate, Sleep Disorder=Insomnia",BMI Category=Overweight
0.15775401069518716,0.9365079365079364,2.366580866580866,"Activity_bin=High, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.25133689839572193,0.94,2.359463087248322,"Age_bin=Middle, Quality_bin=Medium",SleepDuration_bin=Normal
0.18716577540106952,0.9333333333333333,2.3585585585585584,"Gender=Female, SleepDuration_bin=Normal",BMI Category=Overweight
0.0855614973262032,0.8888888888888888,2.3577620173364853,"Activity_bin=Moderate, BP_bin=Normal",Stress_bin=Low
0.10962566844919786,0.9318181818181818,2.3547297297297294,"Activity_bin=Moderate, Stress_bin=High",BMI Category=Overweight
0.15775401069518716,0.9365079365079364,2.3506977735165653,"Activity_bin=Moderate, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.28609625668449196,0.7535211267605633,2.3484741784037553,"Quality_bin=Medium, SleepDuration_bin=Normal",Stress_bin=High
0.17379679144385027,0.9285714285714286,2.3465250965250966,"Activity_bin=High, Gender=Female",BMI Category=Overweight
0.11497326203208556,0.9347826086956521,2.346367084913919,"Gender=Female, Stress_bin=High",SleepDuration_bin=Normal
0.16310160427807488,0.9242424242424243,2.3355855855855854,"HR_bin=Normal, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.16042780748663102,0.9230769230769231,2.3326403326403327,"Sleep Disorder=Insomnia, Steps_bin=Medium",BMI Category=Overweight
0.10427807486631016,0.9285714285714285,2.3307766059443913,"BMI Category=Overweight, Gender=Male",SleepDuration_bin=Normal
0.1925133689839572,0.8780487804878049,2.3290088220031135,"Gender=Female, Sleep Disorder=None",Stress_bin=Low
0.06149732620320856,0.92,2.324864864864865,"Sleep Disorder=Insomnia, Stress_bin=Low",BMI Category=Overweight
0.0962566844919786,0.8571428571428571,2.3229813664596275,"Age_bin=Old, BMI Category=Overweight",Activity_bin=High
0.09893048128342247,0.925,2.321812080536913,"Activity_bin=Low, Gender=Male",SleepDuration_bin=Normal
0.16042780748663102,0.9230769230769231,2.3169850283944244,"Sleep Disorder=Insomnia, Steps_bin=Medium",SleepDuration_bin=Normal
0.0962566844919786,0.923076923076923,2.3169850283944244,"Steps_bin=Low, Stress_bin=High",SleepDuration_bin=Normal
0.0855614973262032,0.9142857142857143,2.31042471042471,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Normal",BMI Category=Overweight
0.06149732620320856,0.92,2.309261744966443,"Sleep Disorder=Insomnia, Stress_bin=Low",SleepDuration_bin=Normal
0.11229946524064172,0.9130434782608695,2.3072855464159807,"Gender=Female, Stress_bin=High",BMI Category=Overweight
0.17647058823529413,0.868421052631579,2.303471444568869,Age_bin=Old,Stress_bin=Low
0.17647058823529413,0.868421052631579,2.303471444568869,"Age_bin=Old, Gender=Female",Stress_bin=Low
0.17647058823529413,0.868421052631579,2.303471444568869,"Age_bin=Old, HR_bin=Normal",Stress_bin=Low
0.08823529411764706,0.868421052631579,2.303471444568869,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Long",Stress_bin=Low
0.06417112299465241,0.9600000000000001,2.3015384615384615,"Sleep Disorder=Insomnia, Stress_bin=Low",Activity_bin=Moderate
0.08823529411764706,0.9166666666666667,2.30089485458613,Steps_bin=High,SleepDuration_bin=Normal
0.08823529411764706,0.9166666666666667,2.30089485458613,"HR_bin=Normal, Steps_bin=High",SleepDuration_bin=Normal
0.08021390374331551,0.9090909090909091,2.297297297297297,"Sleep Disorder=Sleep Apnea, Stress_bin=Low",BMI Category=Overweight
0.20053475935828877,0.9146341463414634,2.29579309215911,"Activity_bin=Moderate, Quality_bin=Medium",SleepDuration_bin=Normal
0.1711229946524064,0.8648648648648648,2.294038719570634,"Age_bin=Old, BP_bin=High",Stress_bin=Low
0.16844919786096257,0.9130434782608696,2.2918004085205723,"HR_bin=Normal, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.08288770053475936,0.9117647058823529,2.2885906040268456,"Gender=Female, Steps_bin=High",SleepDuration_bin=Normal
0.08288770053475936,0.9117647058823529,2.2885906040268456,"Activity_bin=High, Steps_bin=High",SleepDuration_bin=Normal
0.08823529411764706,0.7333333333333334,2.285555555555556,"Gender=Male, Steps_bin=Low",Stress_bin=High
0.2620320855614973,0.6901408450704225,2.284182973949894,"Gender=Male, Steps_bin=Medium",Stress_bin=Medium
0.1657754010695187,0.8985507246376812,2.27066196631414,"HR_bin=Normal, Sleep Disorder=Insomnia",BMI Category=Overweight
0.18716577540106952,0.8974358974358975,2.267844767844768,"SleepDuration_bin=Normal, Steps_bin=Medium",BMI Category=Overweight
0.09090909090909091,0.9444444444444445,2.2642450142450143,"Age_bin=Middle, BP_bin=Normal",Activity_bin=Moderate
0.08021390374331551,0.8333333333333334,2.2584541062801935,"Quality_bin=Medium, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.08021390374331551,0.8333333333333334,2.2584541062801935,"Sleep Disorder=Sleep Apnea, Steps_bin=Medium",Activity_bin=High
0.15508021390374332,0.8923076923076924,2.254885654885655,"Age_bin=Middle, Sleep Disorder=Insomnia",BMI Category=Overweight
0.25133689839572193,0.6811594202898551,2.254456842375273,"BMI Category=Normal, Gender=Male",Stress_bin=Medium
0.19518716577540107,0.8902439024390244,2.2496704021094263,"Activity_bin=Moderate, Quality_bin=Medium",BMI Category=Overweight
0.0855614973262032,0.8888888888888888,2.246246246246246,Steps_bin=High,BMI Category=Overweight
0.0855614973262032,0.8888888888888888,2.246246246246246,"Gender=Female, Sleep Disorder=Insomnia",BMI Category=Overweight
0.0855614973262032,0.8888888888888888,2.246246246246246,"Quality_bin=Medium, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.0855614973262032,0.8888888888888888,2.246246246246246,"HR_bin=Normal, Steps_bin=High",BMI Category=Overweight
0.18181818181818182,0.8947368421052632,2.245849523136701,"BP_bin=High, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.10427807486631016,0.8863636363636364,2.2398648648648645,"Sleep Disorder=Insomnia, Stress_bin=High",BMI Category=Overweight
0.15508021390374332,0.8923076923076924,2.2397521941146104,"Age_bin=Middle, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.24598930481283424,0.8440366972477065,2.238792374259874,"Gender=Female, Steps_bin=Medium",Stress_bin=Low
0.2620320855614973,0.6758620689655173,2.2369240158681722,"BMI Category=Normal, Steps_bin=Medium",Stress_bin=Medium
0.0855614973262032,0.8888888888888888,2.2311707680835196,"Quality_bin=Medium, Sleep Disorder=Sleep Apnea",SleepDuration_bin=Normal
0.10427807486631016,0.8863636363636364,2.224832214765101,"Activity_bin=Low, Stress_bin=High",SleepDuration_bin=Normal
0.0855614973262032,0.8205128205128205,2.223708658491267,"Quality_bin=Medium, SleepDuration_bin=Long",Activity_bin=High
0.08288770053475936,0.8857142857142857,2.22320230105465,"Quality_bin=Medium, Steps_bin=Low",SleepDuration_bin=Normal
0.24598930481283424,0.6715328467153284,2.222595439571087,"Gender=Male, Sleep Disorder=None",Stress_bin=Medium
0.10160427807486631,0.8837209302325582,2.218198845013267,"Age_bin=Young, Stress_bin=High",SleepDuration_bin=Normal
0.10160427807486631,0.8837209302325582,2.218198845013267,"Activity_bin=Low, Age_bin=Young",SleepDuration_bin=Normal
0.16844919786096257,0.8181818181818182,2.217391304347826,"BP_bin=High, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.18181818181818182,0.8831168831168832,2.2166826462128477,Sleep Disorder=Insomnia,SleepDuration_bin=Normal
0.16310160427807488,0.9242424242424243,2.215811965811966,"Quality_bin=Medium, Sleep Disorder=Insomnia",Activity_bin=Moderate
0.16042780748663102,0.9230769230769231,2.21301775147929,"Sleep Disorder=Insomnia, Steps_bin=Medium",Activity_bin=Moderate
0.03208556149732621,0.9230769230769231,2.21301775147929,"Age_bin=Young, Quality_bin=Good",Activity_bin=Moderate
0.0962566844919786,0.923076923076923,2.2130177514792897,"BP_bin=Normal, Steps_bin=Medium",Activity_bin=Moderate
0.09358288770053476,0.875,2.2111486486486487,"Sleep Disorder=Sleep Apnea, Stress_bin=High",BMI Category=Overweight
0.08288770053475936,0.8157894736842105,2.2109077040427154,"Age_bin=Old, Steps_bin=Medium",Activity_bin=High
0.15775401069518716,0.921875,2.210136217948718,"BMI Category=Overweight, Sleep Disorder=Insomnia",Activity_bin=Moderate
0.09358288770053476,0.875,2.196308724832215,"Sleep Disorder=Sleep Apnea, Stress_bin=High",SleepDuration_bin=Normal
0.16844919786096257,0.8076923076923077,2.188963210702341,Sleep Disorder=Sleep Apnea,Activity_bin=High
0.07754010695187166,0.8055555555555556,2.1831723027375203,"Age_bin=Middle, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.15775401069518716,0.9076923076923077,2.1761341222879684,"Age_bin=Middle, Stress_bin=Low",Activity_bin=Moderate
0.08288770053475936,0.8611111111111112,2.176051051051051,"Sleep Disorder=Sleep Apnea, Steps_bin=Medium",BMI Category=Overweight
0.0748663101604278,0.7999999999999999,2.1681159420289853,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Normal",Activity_bin=High
0.08021390374331551,0.8571428571428572,2.166023166023166,"Quality_bin=Good, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.08288770053475936,0.8157894736842105,2.163867114594998,"Age_bin=Old, Steps_bin=Medium",Stress_bin=Low
0.2620320855614973,0.6533333333333333,2.1623598820059,"Sleep Disorder=None, Steps_bin=Medium",Stress_bin=Medium
0.17914438502673796,0.6907216494845361,2.1527491408934707,"Age_bin=Middle, SleepDuration_bin=Normal",Stress_bin=High
0.17379679144385027,0.65,2.151327433628319,"Activity_bin=High, Steps_bin=Medium",Stress_bin=Medium
0.10695187165775401,0.851063829787234,2.15066129959747,"Steps_bin=Medium, Stress_bin=High",BMI Category=Overweight
0.09090909090909091,0.8095238095238095,2.1472475515028706,"Gender=Female, Steps_bin=Low",Stress_bin=Low
0.20053475935828877,0.6880733944954128,2.1444954128440368,"BMI Category=Overweight, SleepDuration_bin=Normal",Stress_bin=High
0.07754010695187166,0.8055555555555556,2.13672182821119,"Sleep Disorder=Sleep Apnea, Steps_bin=Medium",Stress_bin=Low
0.17379679144385027,0.8441558441558442,2.1332046332046333,"BP_bin=High, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.1711229946524064,0.8421052631578947,2.1280227596017065,"BP_bin=High, Sleep Disorder=Insomnia",BMI Category=Overweight
0.0855614973262032,0.7999999999999999,2.121985815602837,"Activity_bin=Low, Gender=Female",Stress_bin=Low
0.0855614973262032,0.7804878048780488,2.1152350653941325,"Age_bin=Young, Stress_bin=Medium",Activity_bin=High
0.17914438502673796,0.6767676767676767,2.109259259259259,"Age_bin=Middle, BMI Category=Overweight",Stress_bin=High
0.17379679144385027,0.8333333333333334,2.105855855855856,Sleep Disorder=Sleep Apnea,BMI Category=Overweight
0.08021390374331551,0.8333333333333334,2.105855855855856,"Age_bin=Middle, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.0962566844919786,0.8780487804878049,2.1050656660412757,BP_bin=Normal,Activity_bin=Moderate
0.0962566844919786,0.8780487804878049,2.1050656660412757,"BMI Category=Normal, BP_bin=Normal",Activity_bin=Moderate
0.0962566844919786,0.8780487804878049,2.1050656660412757,"BP_bin=Normal, HR_bin=Normal",Activity_bin=Moderate
0.15240641711229946,0.8769230769230769,2.1023668639053255,"Age_bin=Middle, Sleep Disorder=Insomnia",Activity_bin=Moderate
0.1711229946524064,0.8311688311688311,2.1003861003861,Sleep Disorder=Insomnia,BMI Category=Overweight
0.09358288770053476,0.875,2.09775641025641,"BP_bin=Normal, SleepDuration_bin=Long",Activity_bin=Moderate
0.09358288770053476,0.875,2.09775641025641,"BP_bin=Normal, Quality_bin=Good",Activity_bin=Moderate
0.09090909090909091,0.8292682926829269,2.095583388266315,"Activity_bin=High, Stress_bin=Low",BMI Category=Overweight
0.18181818181818182,0.8717948717948718,2.0900723208415517,"SleepDuration_bin=Normal, Steps_bin=Medium",Activity_bin=Moderate
0.09090909090909091,0.8717948717948718,2.0900723208415517,"BP_bin=Normal, Gender=Female",Activity_bin=Moderate
0.09090909090909091,0.8717948717948718,2.0900723208415517,"BP_bin=Normal, Sleep Disorder=None",Activity_bin=Moderate
0.19518716577540107,0.6697247706422018,2.087308868501529,"BMI Category=Overweight, Quality_bin=Medium",Stress_bin=High
0.16042780748663102,0.8695652173913044,2.0847268673355632,"HR_bin=Normal, Sleep Disorder=Insomnia",Activity_bin=Moderate
0.08823529411764706,0.7857142857142857,2.084093211752786,"Age_bin=Old, BMI Category=Overweight",Stress_bin=Low
0.09090909090909091,0.8292682926829269,2.0815190702242594,"Gender=Male, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.15775401069518716,0.8676470588235293,2.080128205128205,"Sleep Disorder=Insomnia, SleepDuration_bin=Normal",Activity_bin=Moderate
0.31016042780748665,1.0,2.077777777777778,"SleepDuration_bin=Long, Stress_bin=Low",Quality_bin=Good
0.21390374331550802,1.0,2.077777777777778,"BMI Category=Normal, Stress_bin=Low",Quality_bin=Good
0.17647058823529413,1.0,2.077777777777778,"Age_bin=Old, Stress_bin=Low",Quality_bin=Good
0.11229946524064172,1.0,2.077777777777778,"Steps_bin=Low, Stress_bin=Low",Quality_bin=Good
0.10962566844919786,1.0,2.077777777777778,"Activity_bin=High, Stress_bin=Low",Quality_bin=Good
0.10695187165775401,1.0,2.077777777777778,"BP_bin=Normal, SleepDuration_bin=Long",Quality_bin=Good
0.10427807486631016,1.0,2.077777777777778,"BP_bin=Normal, Gender=Female",Quality_bin=Good
0.09893048128342247,1.0,2.077777777777778,"BP_bin=Normal, Stress_bin=Low",Quality_bin=Good
0.08823529411764706,1.0,2.077777777777778,"Sleep Disorder=Sleep Apnea, Stress_bin=Low",Quality_bin=Good
0.08823529411764706,1.0,2.077777777777778,"Age_bin=Old, Steps_bin=Low",Quality_bin=Good
0.0855614973262032,1.0,2.077777777777778,"Activity_bin=Low, SleepDuration_bin=Long",Quality_bin=Good
0.0855614973262032,1.0,2.077777777777778,"Activity_bin=Low, Stress_bin=Low",Quality_bin=Good
0.08288770053475936,1.0,2.077777777777778,"Activity_bin=Low, Age_bin=Old",Quality_bin=Good
0.034759358288770054,1.0,2.077777777777778,"Gender=Male, Stress_bin=Low",Quality_bin=Good
0.0855614973262032,0.8648648648648648,2.0734580734580734,"BP_bin=Normal, Stress_bin=Low",Activity_bin=Moderate
0.17647058823529413,0.6226415094339622,2.0607780931708133,"Age_bin=Middle, SleepDuration_bin=Long",Stress_bin=Medium
0.20855614973262032,1.0,2.0549450549450547,"SleepDuration_bin=Normal, Steps_bin=Medium",Quality_bin=Medium
0.20053475935828877,1.0,2.0549450549450547,"Activity_bin=Moderate, SleepDuration_bin=Normal",Quality_bin=Medium
0.19518716577540107,1.0,2.0549450549450547,"Activity_bin=Moderate, BMI Category=Overweight",Quality_bin=Medium
0.12299465240641712,1.0,2.0549450549450547,"Sleep Disorder=None, SleepDuration_bin=Normal",Quality_bin=Medium
0.11764705882352941,1.0,2.0549450549450547,"Activity_bin=Moderate, Stress_bin=High",Quality_bin=Medium
0.0962566844919786,1.0,2.0549450549450547,"Sleep Disorder=None, Stress_bin=High",Quality_bin=Medium
0.09090909090909091,1.0,2.0549450549450547,"Steps_bin=High, Stress_bin=High",Quality_bin=Medium
0.09090909090909091,1.0,2.0549450549450547,"BP_bin=High, Steps_bin=High",Quality_bin=Medium
0.08823529411764706,1.0,2.0549450549450547,"SleepDuration_bin=Normal, Steps_bin=High",Quality_bin=Medium
0.0855614973262032,1.0,2.0549450549450547,"BMI Category=Overweight, Steps_bin=High",Quality_bin=Medium
0.0855614973262032,1.0,2.0549450549450547,"Activity_bin=High, Stress_bin=High",Quality_bin=Medium
0.08288770053475936,1.0,2.0549450549450547,"Activity_bin=High, SleepDuration_bin=Normal",Quality_bin=Medium
0.07754010695187166,1.0,2.0549450549450547,"Sleep Disorder=Sleep Apnea, Steps_bin=High",Quality_bin=Medium
0.07754010695187166,1.0,2.0549450549450547,"Age_bin=Middle, Steps_bin=High",Quality_bin=Medium
0.06684491978609626,1.0,2.0549450549450547,"SleepDuration_bin=Normal, Stress_bin=Low",Quality_bin=Medium
0.0962566844919786,0.8571428571428571,2.0549450549450547,"BMI Category=Overweight, Gender=Male",Activity_bin=Moderate
0.1657754010695187,0.62,2.0520353982300885,"Age_bin=Middle, BMI Category=Normal",Stress_bin=Medium
0.15508021390374332,0.7733333333333334,2.0512529550827425,"Activity_bin=Moderate, Gender=Female",Stress_bin=Low
0.17647058823529413,0.9850746268656717,2.046766169154229,"Age_bin=Old, SleepDuration_bin=Long",Quality_bin=Good
0.2807486631016043,0.9813084112149534,2.0389408099688477,"Gender=Female, SleepDuration_bin=Long",Quality_bin=Good
0.2620320855614973,0.9799999999999999,2.036222222222222,"Age_bin=Middle, BMI Category=Normal",Quality_bin=Good
0.17379679144385027,0.6132075471698113,2.029554182668225,"Activity_bin=High, SleepDuration_bin=Long",Stress_bin=Medium
0.21657754010695188,0.9759036144578314,2.027710843373494,"Sleep Disorder=None, Stress_bin=Low",Quality_bin=Good
0.10695187165775401,0.975609756097561,2.02710027100271,BP_bin=Normal,Quality_bin=Good
0.10695187165775401,0.975609756097561,2.02710027100271,"BMI Category=Normal, BP_bin=Normal",Quality_bin=Good
0.10695187165775401,0.975609756097561,2.02710027100271,"BP_bin=Normal, HR_bin=Normal",Quality_bin=Good
0.17379679144385027,0.65,2.0258333333333334,"Age_bin=Middle, Quality_bin=Medium",Stress_bin=High
0.3582887700534759,0.9852941176470588,2.0247252747252746,"HR_bin=Normal, SleepDuration_bin=Normal",Quality_bin=Medium
0.10160427807486631,0.9743589743589743,2.0245014245014246,"BP_bin=Normal, Sleep Disorder=None",Quality_bin=Good
0.10160427807486631,0.9743589743589743,2.0245014245014246,"BP_bin=Normal, Steps_bin=Medium",Quality_bin=Good
0.07754010695187166,0.8055555555555556,2.02199850857569,"Age_bin=Middle, Sleep Disorder=Sleep Apnea",SleepDuration_bin=Normal
0.20320855614973263,1.0,2.021621621621622,Age_bin=Old,Gender=Female
0.20320855614973263,1.0,2.021621621621622,"Age_bin=Old, HR_bin=Normal",Gender=Female
0.19786096256684493,1.0,2.021621621621622,"Age_bin=Old, BP_bin=High",Gender=Female
0.17914438502673796,1.0,2.021621621621622,"Age_bin=Old, SleepDuration_bin=Long",Gender=Female
0.17647058823529413,1.0,2.021621621621622,"Age_bin=Old, Quality_bin=Good",Gender=Female
0.17647058823529413,1.0,2.021621621621622,"Age_bin=Old, Stress_bin=Low",Gender=Female
0.11229946524064172,1.0,2.021621621621622,"Age_bin=Old, BMI Category=Overweight",Gender=Female
0.10160427807486631,1.0,2.021621621621622,"Activity_bin=High, Age_bin=Old",Gender=Female
0.10160427807486631,1.0,2.021621621621622,"Age_bin=Old, Steps_bin=Medium",Gender=Female
0.09893048128342247,1.0,2.021621621621622,"BP_bin=Normal, Stress_bin=Low",Gender=Female
0.0962566844919786,1.0,2.021621621621622,"Age_bin=Old, Sleep Disorder=None",Gender=Female
0.09090909090909091,1.0,2.021621621621622,"Age_bin=Old, BMI Category=Normal",Gender=Female
0.09090909090909091,1.0,2.021621621621622,"Activity_bin=High, Steps_bin=High",Gender=Female
0.08823529411764706,1.0,2.021621621621622,"Age_bin=Old, Sleep Disorder=Sleep Apnea",Gender=Female
0.08823529411764706,1.0,2.021621621621622,"Age_bin=Old, Steps_bin=Low",Gender=Female
0.0855614973262032,1.0,2.021621621621622,"BMI Category=Overweight, Steps_bin=High",Gender=Female
0.0855614973262032,1.0,2.021621621621622,"Activity_bin=Low, SleepDuration_bin=Long",Gender=Female
0.0855614973262032,1.0,2.021621621621622,"Activity_bin=Low, Quality_bin=Good",Gender=Female
0.0855614973262032,1.0,2.021621621621622,"Activity_bin=High, Stress_bin=High",Gender=Female
0.0855614973262032,1.0,2.021621621621622,"Activity_bin=Low, Stress_bin=Low",Gender=Female
0.08288770053475936,1.0,2.021621621621622,"Activity_bin=Low, Age_bin=Old",Gender=Female
0.08288770053475936,1.0,2.021621621621622,"Activity_bin=High, SleepDuration_bin=Normal",Gender=Female
0.07754010695187166,1.0,2.021621621621622,"Sleep Disorder=Sleep Apnea, Steps_bin=High",Gender=Female
0.07754010695187166,1.0,2.021621621621622,"Age_bin=Middle, Steps_bin=High",Gender=Female
0.06684491978609626,1.0,2.021621621621622,"Sleep Disorder=Insomnia, Stress_bin=Low",Gender=Female
0.06684491978609626,1.0,2.021621621621622,"SleepDuration_bin=Normal, Stress_bin=Low",Gender=Female
0.06684491978609626,1.0,2.021621621621622,"Quality_bin=Medium, Stress_bin=Low",Gender=Female
0.09358288770053476,0.9722222222222222,2.0200617283950617,"Age_bin=Old, Sleep Disorder=None",Quality_bin=Good
0.09358288770053476,0.9722222222222222,2.0200617283950617,"Age_bin=Middle, BP_bin=Normal",Quality_bin=Good
0.09358288770053476,0.9722222222222222,2.0200617283950617,"Activity_bin=Moderate, BP_bin=Normal",Quality_bin=Good
0.08823529411764706,0.9705882352941176,2.0166666666666666,"Age_bin=Old, BMI Category=Normal",Quality_bin=Good
0.27807486631016043,0.981132075471698,2.016172506738544,"HR_bin=Normal, Stress_bin=High",Quality_bin=Medium
0.16310160427807488,0.6039603960396039,1.998948567423114,"Age_bin=Middle, Quality_bin=Good",Stress_bin=Medium
0.28342245989304815,0.9724770642201835,1.9983869341667508,"BMI Category=Overweight, SleepDuration_bin=Normal",Quality_bin=Medium
0.08021390374331551,0.8333333333333334,1.9978632478632479,"Gender=Female, Sleep Disorder=Insomnia",Activity_bin=Moderate
0.08021390374331551,0.7894736842105263,1.9950213371266001,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Long",BMI Category=Overweight
0.0855614973262032,0.9696969696969696,1.9926739926739925,"Activity_bin=High, Age_bin=Young",Quality_bin=Medium
0.25133689839572193,0.9690721649484537,1.9913900532457236,"Age_bin=Middle, SleepDuration_bin=Normal",Quality_bin=Medium
0.17379679144385027,0.9848484848484848,1.9909909909909909,"Activity_bin=High, BMI Category=Overweight",Gender=Female
0.1657754010695187,0.96875,1.990728021978022,"BMI Category=Overweight, Sleep Disorder=Insomnia",Quality_bin=Medium
0.16310160427807488,0.9682539682539683,1.9897087039944183,"Activity_bin=Moderate, Sleep Disorder=Insomnia",Quality_bin=Medium
0.10427807486631016,0.8297872340425532,1.9893617021276595,"Steps_bin=Medium, Stress_bin=High",Activity_bin=Moderate
0.15508021390374332,0.9830508474576273,1.987356848373798,"BMI Category=Overweight, Stress_bin=Low",Gender=Female
0.16844919786096257,0.6,1.9858407079646019,"Age_bin=Middle, Gender=Male",Stress_bin=Medium
0.2700534759358289,0.9528301886792453,1.979769392033543,"Age_bin=Middle, SleepDuration_bin=Long",Quality_bin=Good
0.17379679144385027,1.0,1.9788359788359788,"Activity_bin=High, Stress_bin=Medium",Gender=Male
0.3582887700534759,0.788235294117647,1.9785234899328858,"HR_bin=Normal, Quality_bin=Medium",SleepDuration_bin=Normal
0.0855614973262032,0.7804878048780488,1.972313777191826,"Gender=Male, Sleep Disorder=Insomnia",BMI Category=Overweight
0.2540106951871658,0.9595959595959597,1.971916971916972,"Age_bin=Middle, BMI Category=Overweight",Quality_bin=Medium
0.18983957219251338,0.9594594594594594,1.9716364716364716,"Gender=Male, SleepDuration_bin=Normal",Quality_bin=Medium
0.10427807486631016,0.975,1.971081081081081,"BP_bin=Normal, SleepDuration_bin=Long",Gender=Female
0.10427807486631016,0.975,1.971081081081081,"BP_bin=Normal, Quality_bin=Good",Gender=Female
0.11497326203208556,0.6323529411764706,1.9708333333333332,"Sleep Disorder=Insomnia, SleepDuration_bin=Normal",Stress_bin=High
0.12032085561497326,0.9574468085106382,1.967500584521861,"Steps_bin=Medium, Stress_bin=High",Quality_bin=Medium
0.09358288770053476,0.9722222222222222,1.9654654654654655,"Age_bin=Middle, BP_bin=Normal",Gender=Female
0.07754010695187166,0.7250000000000001,1.9648550724637686,"Sleep Disorder=Sleep Apnea, Stress_bin=High",Activity_bin=High
0.17379679144385027,0.9558823529411764,1.9642857142857142,"Age_bin=Middle, Stress_bin=High",Quality_bin=Medium
0.3422459893048128,0.7398843930635838,1.9625302340835484,"Gender=Female, HR_bin=Normal",Stress_bin=Low
0.09090909090909091,0.9444444444444445,1.962345679012346,"BMI Category=Overweight, SleepDuration_bin=Long",Quality_bin=Good
0.18181818181818182,0.6296296296296297,1.9623456790123457,"Gender=Male, Quality_bin=Medium",Stress_bin=High
0.08823529411764706,0.9705882352941176,1.9621621621621623,"BMI Category=Overweight, Quality_bin=Good",Gender=Female
0.16844919786096257,0.8181818181818182,1.9615384615384617,Sleep Disorder=Insomnia,Activity_bin=Moderate
0.0962566844919786,0.8181818181818181,1.9615384615384615,"Sleep Disorder=Insomnia, Stress_bin=High",Activity_bin=Moderate
